"","pid","location","yearbuilt","totval","bedrooms","bathrooms","halfbaths","pctgood","style","model","grade","occupancy","actype","bathstyle","kstyle","acres","exval"
"48",48,"25 MORRIS CSWY","1955",189800,"3","2","0",63,"Colonial","Single Family","Above Average",1,"Central","Average","Average",0.26,"3000"
"49",49,"31 MORRIS CSWY","1960",176200,"2","1","0",63,"Ranch","Single Family","Above Average",1,"Central","Average","Average",0.34,"3000"
"50",50,"39 MORRIS CSWY","1959",155500,"3","1","0",63,"Ranch","Single Family","Average",1,"Central","Average","Average",0.23,"3000"
"51",51,"43 MORRIS CSWY","1950",159800,"3","1","1",73,"Cape Cod","Single Family","Average",1,"None","Average","Average",0.24,"No Data for Extra Features"
"52",52,"49 MORRIS CSWY","2006",2967500,NA,NA,NA,95,NA,NA,NA,1,NA,NA,NA,0.22,"6600"
"53",53,"11 TOWNSEND AV","1925",175400,"2","1","0",73,"Bungalow","Single Family","Average",1,"None","Average","Average",0.26,"3400"
"54",54,"13 TOWNSEND AV","1929",171900,"3","1","1",71,"Cape Cod","Single Family","Average",1,"None","Average","Average",0.23,"3300"
"55",55,"15 TOWNSEND AV","1945",172500,"3","1","0",73,"Cape Cod","Single Family","Average",1,"None","Average","Average",0.3,"3400"
"56",56,"17 TOWNSEND AV","1920",146900,"3","1","1",63,"Cape Cod","Single Family","Average",1,"None","Average","Average",0.15,"3000"
"57",57,"19 TOWNSEND AV","1920",172600,"4","2","0",73,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.14,"3400"
"58",58,"21 TOWNSEND AV","1915",174700,"3","2","0",73,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.14,"3400"
"59",59,"1209 DEAN ST",NA,5500,NA,NA,NA,NA,"Vacant Land",NA,NA,NA,NA,NA,NA,0.07,"No Data for Extra Features"
"60",60,"1227 DEAN ST",NA,2700,NA,NA,NA,NA,"Vacant Land",NA,NA,NA,NA,NA,NA,0.03,"No Data for Extra Features"
"61",61,"1237 DEAN ST",NA,2700,NA,NA,NA,NA,"Vacant Land",NA,NA,NA,NA,NA,NA,0.03,"No Data for Extra Features"
"62",62,"1251 DEAN ST",NA,2700,NA,NA,NA,NA,"Vacant Land",NA,NA,NA,NA,NA,NA,0.03,"No Data for Extra Features"
"63",63,"DEAN ST",NA,2700,NA,NA,NA,NA,"Vacant Land",NA,NA,NA,NA,NA,NA,0.03,"No Data for Extra Features"
"64",64,"1271 DEAN ST",NA,3300,NA,NA,NA,NA,"Vacant Land",NA,NA,NA,NA,NA,NA,0.04,"No Data for Extra Features"
"65",65,"DEAN ST",NA,1800,NA,NA,NA,NA,"Vacant Land",NA,NA,NA,NA,NA,NA,0.02,"No Data for Extra Features"
"66",66,"1285 DEAN ST",NA,1800,NA,NA,NA,NA,"Vacant Land",NA,NA,NA,NA,NA,NA,0.02,"No Data for Extra Features"
"67",67,"1305 DEAN ST",NA,5800,NA,NA,NA,NA,"Vacant Land",NA,NA,NA,NA,NA,NA,0.12,"No Data for Extra Features"
"68",68,"1327 DEAN ST",NA,5800,NA,NA,NA,NA,"Vacant Land",NA,NA,NA,NA,NA,NA,0.12,"No Data for Extra Features"
"69",69,"191 BURR ST","1930",1601900,"0","0",NA,65,NA,NA,NA,1,NA,NA,NA,0,"34600"
"70",70,"269 BURR ST",NA,400100,NA,NA,NA,NA,"Vacant Land",NA,NA,NA,NA,NA,NA,1.21,"No Data for Extra Features"
"71",71,"353 BURR ST",NA,865800,NA,NA,NA,NA,"Outbuildings",NA,NA,NA,NA,NA,NA,2.61,"No Data for Extra Features"
"72",72,"425 DODGE AV",NA,1286500,NA,NA,NA,NA,"Outbuildings",NA,NA,NA,NA,NA,NA,3.88,"No Data for Extra Features"
"73",73,"392 BURR ST",NA,800,NA,NA,NA,NA,"Vacant Land",NA,NA,NA,NA,NA,NA,0.01,"No Data for Extra Features"
"74",74,"400 BURR ST #1",NA,620,NA,NA,NA,NA,"Vacant Land",NA,NA,NA,NA,NA,NA,0.62,"No Data for Extra Features"
"75",75,"400 BURR ST #2",NA,340,NA,NA,NA,NA,"Vacant Land",NA,NA,NA,NA,NA,NA,0.34,"No Data for Extra Features"
"76",76,"400 BURR ST #3",NA,410,NA,NA,NA,NA,"Vacant Land",NA,NA,NA,NA,NA,NA,0.41,"No Data for Extra Features"
"77",77,"396 BURR ST #4","1990",255900,"4","2","1",84,"Raised Ranch","Single Family","Ave/Good",1,"Central","Average","Average",0.62,"3900"
"78",78,"400 BURR ST #5","2009",272800,"3","2","1",90,"Cape Cod","Single Family","Ave/Good",1,"Central","Average","Average",0.35,"No Data for Extra Features"
"79",79,"400 BURR ST #6","2009",283900,"3","2","1",90,"Cape Cod","Single Family","Ave/Good",1,"Central","Average","Average",0.19,"No Data for Extra Features"
"80",80,"400 BURR ST #7","2009",307800,"3","2","1",94,"Cape Cod","Single Family","Ave/Good",1,"Central","Above Average","Above Average",0.24,"No Data for Extra Features"
"81",81,"400 BURR ST #8","2009",327500,"3","2","1",90,"Cape Cod","Single Family","Good",1,"Central","Average","Average",0.31,"No Data for Extra Features"
"82",82,"400 BURR ST #9","2009",273300,"3","2","1",90,"Cape Cod","Single Family","Ave/Good",1,"Central","Average","Average",0.42,"No Data for Extra Features"
"83",83,"392 BURR ST","1955",133800,"3","1","0",58,"Ranch","Single Family","Average",1,"Central","Average","Average",0.18,"No Data for Extra Features"
"84",84,"384 BURR ST","1957",129200,"3","1","0",58,"Ranch","Single Family","Average",1,"Central","Average","Average",0.24,"No Data for Extra Features"
"85",85,"374 BURR ST","1957",129600,"3","1","0",58,"Ranch","Single Family","Average",1,"Central","Average","Average",0.24,"No Data for Extra Features"
"86",86,"366 BURR ST","1956",132500,"3","1","1",58,"Ranch","Single Family","Average",1,"Central","Average","Average",0.24,"No Data for Extra Features"
"87",87,"360 BURR ST","1930",143600,"4","2","0",68,"2 Family","Multi-Fam 2-4","Average",1,"None","Average","Average",0.27,"No Data for Extra Features"
"88",88,"354 BURR ST","1950",143000,"3","1","1",58,"Colonial","Single Family","Average",1,"None","Average","Average",0.24,"No Data for Extra Features"
"89",89,"348 BURR ST","1941",158700,"3","1","0",68,"Colonial","Single Family","Average",1,"None","Average","Average",0.24,"No Data for Extra Features"
"90",90,"344 BURR ST",NA,3600,NA,NA,NA,NA,"Vacant Land",NA,NA,NA,NA,NA,NA,0.04,"No Data for Extra Features"
"91",91,"342 BURR ST",NA,63500,NA,NA,NA,NA,"Vacant Land",NA,NA,NA,NA,NA,NA,0.73,"No Data for Extra Features"
"92",92,"340 BURR ST","1950",149600,"3","1","0",56,"Cape Cod","Single Family","Average",1,"None","Average","Average",0.21,"No Data for Extra Features"
"93",93,"336 BURR ST","1968",168600,"3","1","1",68,"Raised Ranch","Single Family","Above Average",1,"Central","Average","Average",0.25,"3200"
"94",94,"330 BURR ST","1964",146300,"3","1","0",58,"Raised Ranch","Single Family","Above Average",1,"Central","Average","Average",0.25,"No Data for Extra Features"
"95",95,"320 BURR ST","1967",150500,"3","1","1",58,"Raised Ranch","Single Family","Above Average",1,"Central","Average","Average",0.25,"No Data for Extra Features"
"96",96,"310 BURR ST","1965",156700,"3","1","0",58,"Raised Ranch","Single Family","Above Average",1,"Central","Average","Average",0.2,"No Data for Extra Features"
"97",97,"175 TOWNSEND TER","1968",266400,"3","1","1",68,"Split-Level","Single Family","Ave/Good",1,"Central","Average","Average",0.19,"3200"
"98",98,"155 TOWNSEND TER","1970",297500,"4","2","1",72,"Colonial","Single Family","Ave/Good",1,"Central","Average","Average",0.25,"3400"
"99",99,"147 TOWNSEND TER","1969",227600,"3","2","1",78,"Split-Level","Single Family","Above Average",1,"None","Average","Average",0.29,"3700"
"100",100,"135 TOWNSEND TER","1965",190400,"3","1","2",68,"Ranch","Single Family","Average",1,"None","Average","Average",0.39,"No Data for Extra Features"
"101",101,"215 HYDE ST","1969",207000,"2","1","0",78,"Ranch","Single Family","Above Average",1,"Central","Average","Average",0.17,"3700"
"102",102,"223 HYDE ST","1972",157200,"2","1","1",72,"Ranch","Single Family","Average",1,"Central","Average","Average",0.17,"No Data for Extra Features"
"103",103,"235 HYDE ST","1966",217200,"3","2","0",68,"Ranch","Single Family","Above Average",1,"Central","Average","Average",0.25,"No Data for Extra Features"
"104",104,"118 TOWNSEND TER","1969",225300,"4","1","1",68,"Colonial","Single Family","Above Average",1,"Central","Average","Average",0.17,"3200"
"105",105,"126 TOWNSEND TER","1969",160800,"2","1","1",68,"Raised Ranch","Single Family","Average",1,"None","Average","Average",0.33,"No Data for Extra Features"
"106",106,"132 TOWNSEND TER","1963",171300,"3","2","0",68,"Raised Ranch","Single Family","Average",1,"None","Average","Average",0.33,"No Data for Extra Features"
"107",107,"140 TOWNSEND TER","1966",181500,"3","1","1",68,"Raised Ranch","Single Family","Above Average",1,"Central","Average","Average",0.37,"No Data for Extra Features"
"108",108,"144 TOWNSEND TER","1965",165800,"3","1","1",68,"Ranch","Single Family","Average",1,"Central","Average","Average",0.44,"3200"
"109",109,"150 TOWNSEND TER","1965",152300,"2","2","0",68,"Raised Ranch","Single Family","Average",1,"None","Average","Average",0.38,"3200"
"110",110,"158 TOWNSEND TER","1969",202100,"3","2","0",78,"Ranch","Single Family","Average",1,"None","Average","Average",0.26,"3700"
"111",111,"164 TOWNSEND TER","1971",222500,"3","2","0",91,"Raised Ranch","Single Family","Average",1,"Central","Average","Average",0.25,"4300"
"112",112,"168 TOWNSEND TER","1972",183200,"3","2","0",72,"Raised Ranch","Single Family","Average",1,"Central","Average","Average",0.3,"3400"
"113",113,"172 TOWNSEND TER","1968",215500,"3","2","0",78,"Ranch","Single Family","Average",1,"None","Average","Average",0.25,"3700"
"114",114,"176 TOWNSEND TER","1962",185700,"3","1","1",68,"Ranch","Single Family","Average",1,"Central","Average","Average",0.27,"3200"
"115",115,"400 BURR ST",NA,1600,NA,NA,NA,NA,"Vacant Land",NA,NA,NA,NA,NA,NA,0.02,"No Data for Extra Features"
"116",116,"393 BURR ST","1951",153600,"3","2","0",58,"Cape Cod","Single Family","Average",1,"None","Average","Average",0.23,"No Data for Extra Features"
"117",117,"15 HOLMES ST",NA,56400,NA,NA,NA,NA,"Vacant Land",NA,NA,NA,NA,NA,NA,0.23,"No Data for Extra Features"
"118",118,"25 HOLMES ST","1963",108000,"3","1","1",40,"Ranch","Single Family","Above Average",1,"Central","Average","Average",0.11,"No Data for Extra Features"
"119",119,"437 BURR ST","1959",136100,"3","2","0",58,"Ranch","Single Family","Average",1,"Central","Average","Average",0.1,"No Data for Extra Features"
"120",120,"427 BURR ST","1970",158300,"3","1","1",60,"Ranch","Single Family","Above Average",1,"Central","Average","Average",0.13,"2800"
"121",121,"419 BURR ST","2001",2e+05,"3","1","1",78,"Raised Ranch","Single Family","Above Average",1,"Central","Average","Average",0.26,"No Data for Extra Features"
"122",122,"409 BURR ST","1924",145600,"4","2","0",58,"Cape Cod","Single Family","Average",1,"None","Average","Average",0.14,"No Data for Extra Features"
"123",123,"401 BURR ST","2002",214100,"3","3","0",78,"Raised Ranch","Single Family","Above Average",1,"None","Average","Average",0.25,"No Data for Extra Features"
"124",124,"18 HOLMES ST","2001",195900,"3","1","1",78,"Raised Ranch","Single Family","Above Average",1,"Central","Average","Average",0.21,"No Data for Extra Features"
"125",125,"BURR ST",NA,800,NA,NA,NA,NA,"Vacant Land",NA,NA,NA,NA,NA,NA,0.01,"No Data for Extra Features"
"126",126,"402 BURR ST",NA,50500,NA,NA,NA,NA,"Vacant Land",NA,NA,NA,NA,NA,NA,0.14,"No Data for Extra Features"
"127",127,"404 BURR ST","1971",202600,"3","2","0",78,"Raised Ranch","Single Family","Above Average",1,"None","Average","Average",0.17,"3700"
"128",128,"412 BURR ST","1975",185300,"3","2","0",71,"Raised Ranch","Single Family","Above Average",1,"None","Average","Average",0.17,"3300"
"129",129,"416 BURR ST","1978",162100,"3","1","1",81,"Colonial","Single Family","Average",1,"None","Average","Average",0.16,"3800"
"130",130,"420 BURR ST","1978",174400,"3","1","1",71,"Raised Ranch","Single Family","Above Average",1,"Central","Average","Average",0.15,"No Data for Extra Features"
"131",131,"434 BURR ST",NA,54400,NA,NA,NA,NA,"Vacant Land",NA,NA,NA,NA,NA,NA,0.17,"No Data for Extra Features"
"132",132,"440 BURR ST","1978",178800,"3","1","1",76,"Raised Ranch","Single Family","Above Average",1,"None","Average","Average",0.26,"No Data for Extra Features"
"133",133,"408 BURR ST","1974",328800,"4","4","0",81,"2 Family","Multi-Fam 2-4","Above Average",2,"Central","Average","Average",0.89,"3800"
"134",134,"428 BURR ST",NA,12700,NA,NA,NA,NA,"Vacant Land",NA,NA,NA,NA,NA,NA,1.89,"No Data for Extra Features"
"135",135,"44 LAURA LA",NA,5400,NA,NA,NA,NA,"Vacant Land",NA,NA,NA,NA,NA,NA,0.17,"No Data for Extra Features"
"136",136,"675 TOWNSEND AV #116","1985",157600,"2","2","0",86,NA,NA,NA,1,"Central","Average","Average",0,"No Data for Extra Features"
"137",137,"675 TOWNSEND AV #117","1985",196700,"2","2","1",86,NA,NA,NA,1,"Central","Average","Average",0,"4000"
"138",138,"675 TOWNSEND AV #118","1985",196700,"2","2","1",86,NA,NA,NA,1,"Central","Average","Average",0,"4000"
"139",139,"675 TOWNSEND AV #119","1985",157600,"2","1","1",86,NA,NA,NA,1,"Central","Average","Average",0,"No Data for Extra Features"
"140",140,"675 TOWNSEND AV #120","1985",155800,"2","1","1",86,NA,NA,NA,1,"None","Average","Average",0,"No Data for Extra Features"
"141",141,"675 TOWNSEND AV #121","1985",196700,"2","2","1",86,NA,NA,NA,1,"Central","Average","Average",0,"4000"
"142",142,"675 TOWNSEND AV #132","1984",192700,"2","2","1",86,NA,NA,NA,1,"Central","Average","Average",0,"No Data for Extra Features"
"143",143,"675 TOWNSEND AV #133","1984",155800,"2","1","1",86,NA,NA,NA,1,"None","Average","Average",0,"No Data for Extra Features"
"144",144,"675 TOWNSEND AV #134","1984",162000,"2","1","1",86,NA,NA,NA,1,"None","Average","Average",0,"No Data for Extra Features"
"145",145,"675 TOWNSEND AV #135","1984",190200,"2","2","1",86,NA,NA,NA,1,"None","Average","Average",0,"No Data for Extra Features"
"146",146,"675 TOWNSEND AV #136","1984",190200,"2","2","1",86,NA,NA,NA,1,"None","Average","Average",0,"No Data for Extra Features"
"147",147,"675 TOWNSEND AV #137","1984",155500,"2","2","0",86,NA,NA,NA,1,"None","Average","Average",0,"No Data for Extra Features"
"148",148,"675 TOWNSEND AV #138","1984",190200,"2","2","1",86,NA,NA,NA,1,"None","Average","Average",0,"No Data for Extra Features"
"149",149,"675 TOWNSEND AV #139","1984",155800,"2","1","1",86,NA,NA,NA,1,"None","Average","Average",0,"No Data for Extra Features"
"150",150,"675 TOWNSEND AV #140","1984",155800,"2","1","1",86,NA,NA,NA,1,"None","Average","Average",0,"No Data for Extra Features"
"151",151,"675 TOWNSEND AV #141","1984",190200,"2","2","1",86,NA,NA,NA,1,"None","Average","Average",0,"No Data for Extra Features"
"152",152,"675 TOWNSEND AV #142","1984",160700,"2","2","0",86,NA,NA,NA,1,"Central","Average","Average",0,"No Data for Extra Features"
"153",153,"675 TOWNSEND AV #143","1984",193600,"2","3","1",86,NA,NA,NA,1,"None","Average","Average",0,"No Data for Extra Features"
"154",154,"675 TOWNSEND AV #154","1984",196400,"2","3","1",86,NA,NA,NA,1,"None","Average","Average",0,"No Data for Extra Features"
"155",155,"675 TOWNSEND AV #155","1984",155800,"2","1","1",86,NA,NA,NA,1,"None","Average","Average",0,"No Data for Extra Features"
"156",156,"675 TOWNSEND AV #156","1984",157600,"2","1","1",86,NA,NA,NA,1,"Central","Average","Average",0,"No Data for Extra Features"
"157",157,"675 TOWNSEND AV #157","1984",190200,"2","2","1",86,NA,NA,NA,1,"None","Average","Average",0,"No Data for Extra Features"
"158",158,"675 TOWNSEND AV #158","1984",173500,"2","2","0",86,NA,NA,NA,1,"None","Average","Average",0,"No Data for Extra Features"
"159",159,"675 TOWNSEND AV #159","1984",190200,"2","2","1",86,NA,NA,NA,1,"None","Average","Average",0,"No Data for Extra Features"
"160",160,"675 TOWNSEND AV #160","1984",190200,"2","2","1",86,NA,NA,NA,1,"None","Average","Average",0,"No Data for Extra Features"
"161",161,"675 TOWNSEND AV #161","1984",155800,"2","1","1",86,NA,NA,NA,1,"None","Average","Average",0,"No Data for Extra Features"
"162",162,"675 TOWNSEND AV #162","1984",157600,"2","1","1",86,NA,NA,NA,1,"Central","Average","Average",0,"No Data for Extra Features"
"163",163,"675 TOWNSEND AV #163","1984",177600,"2","2","0",86,NA,NA,NA,1,"Central","Average","Average",0,"No Data for Extra Features"
"164",164,"675 TOWNSEND AV #164","1984",190200,"2","2","1",86,NA,NA,NA,1,"None","Average","Average",0,"No Data for Extra Features"
"165",165,"675 TOWNSEND AV #165","1984",155800,"2","1","1",86,NA,NA,NA,1,"None","Average","Average",0,"No Data for Extra Features"
"166",166,"675 TOWNSEND AV #166","1984",157500,"2","1","1",86,NA,NA,NA,1,"None","Average","Above Average",0,"No Data for Extra Features"
"167",167,"675 TOWNSEND AV #167","1984",155500,"2","2","0",86,NA,NA,NA,1,"None","Average","Average",0,"No Data for Extra Features"
"168",168,"675 TOWNSEND AV #168","1984",127500,"1","1","0",86,NA,NA,NA,1,"Central","Average","Average",0,"No Data for Extra Features"
"169",169,"675 TOWNSEND AV #169","1984",158500,"2","1","1",86,NA,NA,NA,1,"None","Average","Average",0,"No Data for Extra Features"
"170",170,"675 TOWNSEND AV #170","1984",155800,"2","1","1",86,NA,NA,NA,1,"None","Average","Average",0,"No Data for Extra Features"
"171",171,"675 TOWNSEND AV #171","1984",155500,"2","2","0",86,NA,NA,NA,1,"None","Average","Average",0,"No Data for Extra Features"
"172",172,"675 TOWNSEND AV #178","1985",175400,"2","2","0",86,NA,NA,NA,1,"None","Average","Average",0,"No Data for Extra Features"
"173",173,"675 TOWNSEND AV #179","1985",158500,"2","1","1",86,NA,NA,NA,1,"None","Average","Average",0,"No Data for Extra Features"
"174",174,"675 TOWNSEND AV #180","1985",162300,"2","1","1",90,NA,NA,NA,1,"None","Average","Average",0,"No Data for Extra Features"
"175",175,"675 TOWNSEND AV #181","1985",154800,"2","2","0",86,NA,NA,NA,1,"None","Average","Average",0,"No Data for Extra Features"
"176",176,"675 TOWNSEND AV #190","1986",167900,"2","2","0",86,NA,NA,NA,1,"Central","Average","Average",0,"No Data for Extra Features"
"177",177,"675 TOWNSEND AV #191","1986",155800,"2","1","1",86,NA,NA,NA,1,"None","Average","Average",0,"No Data for Extra Features"
"178",178,"675 TOWNSEND AV #192","1986",155800,"2","1","1",86,NA,NA,NA,1,"None","Average","Average",0,"No Data for Extra Features"
"179",179,"675 TOWNSEND AV #193","1987",177600,"2","2","0",86,NA,NA,NA,1,"Central","Average","Average",0,"No Data for Extra Features"
"180",180,"675 TOWNSEND AV #186","1986",157600,"2","2","0",86,NA,NA,NA,1,"Central","Average","Average",0,"No Data for Extra Features"
"181",181,"675 TOWNSEND AV #187","1986",156900,"2","1","1",86,NA,NA,NA,1,"Central","Average","Average",0,"No Data for Extra Features"
"182",182,"675 TOWNSEND AV #188","1986",155800,"2","1","1",86,NA,NA,NA,1,"None","Average","Average",0,"No Data for Extra Features"
"183",183,"675 TOWNSEND AV #189","1986",157600,"2","2","0",86,NA,NA,NA,1,"Central","Average","Average",0,"No Data for Extra Features"
"184",184,"675 TOWNSEND AV #182","1986",156900,"2","2","0",86,NA,NA,NA,1,"Central","Average","Average",0,"No Data for Extra Features"
"185",185,"675 TOWNSEND AV #183","1986",155100,"2","1","1",86,NA,NA,NA,1,"None","Average","Average",0,"No Data for Extra Features"
"186",186,"675 TOWNSEND AV #184","1986",159100,"2","1","1",86,NA,NA,NA,1,"None","Average","Average",0,"No Data for Extra Features"
"187",187,"675 TOWNSEND AV #185","1986",177600,"2","2","0",86,NA,NA,NA,1,"Central","Average","Average",0,"No Data for Extra Features"
"188",188,"675 TOWNSEND AV #176","1984",115000,"1","1","0",86,NA,NA,NA,1,"Central","Average","Average",0,"No Data for Extra Features"
"189",189,"675 TOWNSEND AV #177","1984",158200,"2","2","0",86,NA,NA,NA,1,"None","Average","Average",0,"No Data for Extra Features"
"190",190,"675 TOWNSEND AV #172","1984",147600,"2","1","1",86,NA,NA,NA,1,"Central","Average","Average",0,"No Data for Extra Features"
"191",191,"675 TOWNSEND AV #173","1984",158200,"2","1","1",86,NA,NA,NA,1,"None","Average","Average",0,"No Data for Extra Features"
"192",192,"675 TOWNSEND AV #174","1984",157600,"2","1","1",86,NA,NA,NA,1,"Central","Average","Average",0,"No Data for Extra Features"
"193",193,"675 TOWNSEND AV #175","1985",113100,"3","1","0",86,NA,NA,NA,1,"None","Average","Average",0,"No Data for Extra Features"
"194",194,"675 TOWNSEND AV #152","1984",123400,"1","1","0",86,NA,NA,NA,1,"None","Average","Average",0,"No Data for Extra Features"
"195",195,"675 TOWNSEND AV #153","1984",155500,"2","2","0",86,NA,NA,NA,1,"None","Average","Average",0,"No Data for Extra Features"
"196",196,"675 TOWNSEND AV #148","1984",162800,"2","1","1",86,NA,NA,NA,1,"None","Average","Average",0,"No Data for Extra Features"
"197",197,"675 TOWNSEND AV #149","1984",155800,"2","1","1",86,NA,NA,NA,1,"None","Average","Average",0,"No Data for Extra Features"
"198",198,"675 TOWNSEND AV #150","1984",155800,"2","1","1",86,NA,NA,NA,1,"None","Average","Average",0,"No Data for Extra Features"
"199",199,"675 TOWNSEND AV #151","1984",129000,"2","2","0",86,NA,NA,NA,1,"None","Average","Average",0,"No Data for Extra Features"
"200",200,"675 TOWNSEND AV #144","1984",162800,"2","1","1",86,NA,NA,NA,1,"None","Average","Average",0,"No Data for Extra Features"
"201",201,"675 TOWNSEND AV #145","1984",155800,"2","1","1",86,NA,NA,NA,1,"None","Average","Average",0,"No Data for Extra Features"
"202",202,"675 TOWNSEND AV #146","1984",155800,"2","1","1",86,NA,NA,NA,1,"None","Average","Average",0,"No Data for Extra Features"
"203",203,"675 TOWNSEND AV #147","1984",164800,"2","1","1",86,NA,NA,NA,1,"Central","Average","Average",0,"No Data for Extra Features"
"204",204,"675 TOWNSEND AV #128","1984",190200,"2","2","1",86,NA,NA,NA,1,"None","Average","Average",0,"No Data for Extra Features"
"205",205,"675 TOWNSEND AV #129","1984",155800,"2","1","1",86,NA,NA,NA,1,"None","Average","Average",0,"No Data for Extra Features"
"206",206,"675 TOWNSEND AV #130","1984",155800,"2","1","1",86,NA,NA,NA,1,"None","Average","Average",0,"No Data for Extra Features"
"207",207,"675 TOWNSEND AV #131","1984",190200,"2","2","1",86,NA,NA,NA,1,"None","Average","Average",0,"No Data for Extra Features"
"208",208,"675 TOWNSEND AV #126","1984",160400,"2","2","1",86,NA,NA,NA,1,"Central","Average","Average",0,"No Data for Extra Features"
"209",209,"675 TOWNSEND AV #127","1984",204600,"2","2","1",86,NA,NA,NA,1,"None","Average","Average",0,"No Data for Extra Features"
"210",210,"675 TOWNSEND AV #122","1985",196700,"2","2","1",86,NA,NA,NA,1,"Central","Average","Average",0,"4000"
"211",211,"675 TOWNSEND AV #123","1985",155800,"2","1","1",86,NA,NA,NA,1,"None","Average","Average",0,"No Data for Extra Features"
"212",212,"675 TOWNSEND AV #124","1985",174400,"2","1","1",86,NA,NA,NA,1,"None","Average","Average",0,"No Data for Extra Features"
"213",213,"675 TOWNSEND AV #125","1985",196600,"2","2","1",86,NA,NA,NA,1,"Central","Average","Average",0,"No Data for Extra Features"
"214",214,"675 TOWNSEND AV #112","1985",180700,"2","2","1",86,NA,NA,NA,1,"Central","Average","Average",0,"No Data for Extra Features"
"215",215,"675 TOWNSEND AV #113","1985",155800,"2","1","1",86,NA,NA,NA,1,"None","Average","Average",0,"No Data for Extra Features"
"216",216,"675 TOWNSEND AV #114","1985",155800,"2","1","1",86,NA,NA,NA,1,"None","Average","Average",0,"No Data for Extra Features"
"217",217,"675 TOWNSEND AV #115","1985",196700,"2","2","1",86,NA,NA,NA,1,"Central","Average","Average",0,"4000"
"218",218,"675 TOWNSEND AV #108","1985",177600,"2","2","0",86,NA,NA,NA,1,"Central","Average","Average",0,"No Data for Extra Features"
"219",219,"675 TOWNSEND AV #109","1985",160700,"2","1","1",86,NA,NA,NA,1,"None","Average","Average",0,"No Data for Extra Features"
"220",220,"675 TOWNSEND AV #110","1985",161400,"2","1","1",86,NA,NA,NA,1,"Central","Average","Average",0,"No Data for Extra Features"
"221",221,"675 TOWNSEND AV #111","1984",198400,"2","2","1",86,NA,NA,NA,1,"Central","Average","Average",0,"1800"
"222",222,"675 TOWNSEND AV #104","1986",199400,"2","2","1",86,NA,NA,NA,1,"Central","Average","Average",0,"4000"
"223",223,"675 TOWNSEND AV #105","1986",158600,"2","2","0",86,NA,NA,NA,1,"None","Average","Average",0,"No Data for Extra Features"
"224",224,"675 TOWNSEND AV #106","1986",147000,"2","1","1",86,NA,NA,NA,1,"None","Average","Above Average",0,"No Data for Extra Features"
"225",225,"675 TOWNSEND AV #107","1986",157600,"2","2","0",86,NA,NA,NA,1,"Central","Average","Average",0,"No Data for Extra Features"
"226",226,"675 TOWNSEND AV #101","1986",192700,"2","2","1",86,NA,NA,NA,1,"Central","Average","Average",0,"No Data for Extra Features"
"227",227,"675 TOWNSEND AV #102","1986",157600,"2","1","1",86,NA,NA,NA,1,"Central","Average","Average",0,"No Data for Extra Features"
"228",228,"675 TOWNSEND AV #103","1986",192700,"2","2","1",86,NA,NA,NA,1,"Central","Average","Average",0,"No Data for Extra Features"
"229",229,"108 LAURA LA",NA,9100,NA,NA,NA,NA,"Vacant Land",NA,NA,NA,NA,NA,NA,0.1,"No Data for Extra Features"
"230",230,"102 LAURA LA","1960",149400,"2","1","0",68,"Ranch","Single Family","Average",1,"Central","Average","Average",0.13,"No Data for Extra Features"
"231",231,"96 LAURA LA","1961",132100,"3","1","0",68,"Ranch","Single Family","Average",1,"None","Average","Average",0.13,"No Data for Extra Features"
"232",232,"LAURA LA",NA,2600,NA,NA,NA,NA,"Vacant Land",NA,NA,NA,NA,NA,NA,0.03,"No Data for Extra Features"
"233",233,"LAURA LA",NA,5000,NA,NA,NA,NA,"Vacant Land",NA,NA,NA,NA,NA,NA,0.07,"No Data for Extra Features"
"234",234,"86 LAURA LA","1965",147300,"3","1","0",78,"Ranch","Single Family","Average",1,"Central","Average","Average",0.08,"No Data for Extra Features"
"235",235,"80 LAURA LA","1961",143500,"3","1","0",68,"Ranch","Single Family","Average",1,"None","Average","Average",0.13,"No Data for Extra Features"
"236",236,"76 LAURA LA","1961",143800,"3","1","0",68,"Ranch","Single Family","Average",1,"Central","Average","Average",0.1,"No Data for Extra Features"
"237",237,"72 LAURA LA","1961",155600,"3","1","0",78,"Ranch","Single Family","Average",1,"Central","Average","Average",0.37,"No Data for Extra Features"
"238",238,"68 LAURA LA","1968",150600,"3","1","1",68,"Raised Ranch","Single Family","Average",1,"Central","Average","Average",0.09,"No Data for Extra Features"
"239",239,"62 LAURA LA","1967",154400,"3","1","0",68,"Raised Ranch","Single Family","Average",1,"Central","Average","Average",0.14,"No Data for Extra Features"
"240",240,"56 LAURA LA","1967",144100,"3","2","0",68,"Raised Ranch","Single Family","Average",1,"Central","Average","Average",0.14,"No Data for Extra Features"
"241",241,"50 LAURA LA","1967",141200,"3","1","0",68,"Raised Ranch","Single Family","Average",1,"Central","Average","Average",0.14,"No Data for Extra Features"
"242",242,"46 LAURA LA","1968",226500,"5","2","0",78,"Split-Level","Single Family","Above Average",1,"Central","Average","Average",0.09,"No Data for Extra Features"
"243",243,"42 LAURA LA","1967",168100,"3","1","0",78,"Raised Ranch","Single Family","Average",1,"Central","Average","Average",0.17,"No Data for Extra Features"
